30720, 4813536, 4808094
31232, 4893216, 4837634
31744, 4973360, 4789886
32256, 5053244, 4957859
32768, 5132997, 4904186
33280, 5213165, 4360205
33792, 5292974, 3659233
34304, 5372703, 3030400
34816, 5453193, 2392140
35328, 5533325, 1821799
35840, 5613212, 1319165
36352, 5693503, 626890
36864, 5773287, 90121
37376, 5853305, 90356
37888, 5933426, 89809
38400, 6013330, 90458
38912, 6093547, 89719
39424, 6173358, 89667
39936, 6253508, 99537
40448, 6333539, 99814
40960, 6413802, 100532
